INTERVAL_SECONDS=0.5,CPU_CORE_COUNT=2,MEMORY_TOTAL=1927.29,SWAP_TOTAL=2048.00,UNIX_TIMESTAMP_START_TIME=1719395327.4497578,APP_VERSION=0.5.1
SECONDS_SINCE_START,MEMORY_USED,MEMORY_FREE,MEMORY_AVAILABLE,CPU_USAGE_TOTAL,CPU_USAGE_PER_CORE
16.18,417.11,1009.42,1510.18,1.98,2.00;1.96
16.68,417.11,1009.42,1510.18,2.02,2.00;2.04
17.18,417.11,1009.42,1510.18,1.00,0.00;2.00
17.68,417.11,1009.42,1510.18,2.02,2.04;2.00
18.18,417.11,1009.42,1510.18,0.98,1.96;0.00
18.68,417.11,1009.42,1510.18,1.00,0.00;2.00
19.18,417.11,1009.42,1510.18,1.96,3.92;0.00
19.68,417.11,1009.42,1510.18,1.00,0.00;2.00
20.18,417.11,1009.42,1510.18,1.96,0.00;3.92
20.68,417.11,1009.42,1510.18,2.96,2.00;3.92
21.18,417.11,1009.42,1510.18,1.00,2.00;0.00
21.68,417.11,1009.42,1510.18,2.96,3.92;2.00
22.18,417.11,1009.42,1510.18,1.00,0.00;2.00
22.68,417.11,1009.42,1510.18,1.96,3.92;0.00
23.18,417.11,1009.42,1510.18,1.98,1.96;2.00
23.68,417.11,1009.42,1510.18,3.00,4.00;2.00
24.18,417.11,1009.42,1510.18,0.98,1.96;0.00
24.68,417.11,1009.42,1510.18,2.02,2.00;2.04
25.18,417.11,1009.42,1510.18,1.00,0.00;2.00
25.68,417.11,1009.42,1510.18,1.96,3.92;0.00
26.18,417.11,1009.42,1510.18,2.96,3.92;2.00
26.68,417.11,1009.42,1510.18,3.02,4.00;2.04
27.18,417.11,1009.42,1510.18,8.16,10.20;6.12
27.68,417.08,1009.42,1510.20,8.00,16.00;0.00
28.18,417.08,1009.42,1510.20,4.06,6.12;2.00
28.68,417.08,1009.42,1510.20,3.92,3.92;3.92
29.18,417.08,1009.42,1510.20,5.88,7.84;3.92
29.68,417.08,1009.42,1510.20,5.00,8.00;2.00
30.18,417.08,1009.42,1510.20,1.00,0.00;2.00
30.68,417.08,1009.42,1510.20,1.00,2.00;0.00
31.18,417.08,1009.42,1510.20,0.98,0.00;1.96
31.68,417.07,1009.42,1510.21,3.00,3.92;2.08
32.18,416.34,1010.16,1510.95,44.07,45.83;42.31
32.68,398.12,1028.37,1529.16,62.74,74.47;51.02
33.18,398.62,1027.88,1528.67,66.73,60.00;73.47
33.68,398.62,1027.88,1528.67,1.96,3.92;0.00
34.18,398.62,1027.88,1528.67,0.98,0.00;1.96
34.68,398.62,1027.88,1528.67,1.00,2.00;0.00
35.18,398.62,1027.88,1528.67,3.92,3.92;3.92
35.68,398.62,1027.88,1528.67,2.00,2.00;2.00
36.18,398.62,1027.88,1528.67,1.00,0.00;2.00
36.68,398.86,1027.63,1528.43,2.00,2.00;2.00
37.18,398.86,1027.63,1528.43,1.00,2.00;0.00
37.68,398.86,1027.63,1528.43,2.96,3.92;2.00
38.18,398.86,1027.63,1528.43,1.00,0.00;2.00
38.68,398.86,1027.63,1528.43,2.96,3.92;2.00
39.18,398.86,1027.63,1528.43,0.00,0.00;0.00
39.68,398.86,1027.63,1528.43,2.00,2.00;2.00
40.18,398.86,1027.63,1528.43,2.00,2.00;2.00
40.68,398.86,1027.63,1528.43,2.96,3.92;2.00
41.18,398.86,1027.63,1528.43,1.98,2.00;1.96
41.68,398.86,1027.63,1528.43,2.98,3.92;2.04
42.18,398.86,1027.63,1528.43,1.02,2.04;0.00
42.68,398.86,1027.63,1528.43,2.96,2.00;3.92
43.18,398.86,1027.63,1528.43,2.96,2.00;3.92
43.68,398.60,1027.88,1528.69,54.04,56.00;52.08
44.18,398.84,1027.63,1528.44,53.65,65.31;42.00
