INTERVAL_SECONDS=0.5,CPU_CORE_COUNT=2,MEMORY_TOTAL=1927.29,SWAP_TOTAL=2048.00,UNIX_TIMESTAMP_START_TIME=1719395431.809456,APP_VERSION=0.5.1
SECONDS_SINCE_START,MEMORY_USED,MEMORY_FREE,MEMORY_AVAILABLE,CPU_USAGE_TOTAL,CPU_USAGE_PER_CORE
0.17,397.67,1028.38,1529.62,0.00,0.00;0.00
0.67,398.89,1027.15,1528.39,43.97,46.15;41.79
1.17,398.89,1027.15,1528.39,0.00,0.00;0.00
1.67,398.89,1027.15,1528.39,0.00,0.00;0.00
2.17,398.89,1027.15,1528.39,1.00,0.00;2.00
2.67,398.89,1027.15,1528.39,1.00,0.00;2.00
3.17,398.89,1027.15,1528.39,2.96,2.00;3.92
3.67,398.89,1027.15,1528.39,0.00,0.00;0.00
4.17,398.89,1027.15,1528.39,1.00,0.00;2.00
4.67,398.89,1027.15,1528.39,2.00,2.00;2.00
5.17,398.89,1027.15,1528.39,1.98,1.96;2.00
5.67,398.89,1027.15,1528.39,2.02,2.00;2.04
6.17,398.92,1027.12,1528.36,2.00,2.00;2.00
6.67,398.92,1027.12,1528.36,3.96,3.92;4.00
7.17,398.92,1027.12,1528.36,1.00,0.00;2.00
7.67,398.92,1027.12,1528.36,11.22,12.24;10.20
8.17,398.92,1027.12,1528.36,2.00,2.00;2.00
8.67,398.92,1027.12,1528.36,1.00,2.00;0.00
9.17,398.92,1027.12,1528.36,2.96,3.92;2.00
9.67,398.92,1027.12,1528.36,1.96,0.00;3.92
10.17,398.92,1027.12,1528.36,1.02,0.00;2.04
10.67,397.94,1028.10,1529.35,23.76,23.53;24.00
11.17,399.16,1026.87,1528.13,42.96,38.00;47.92
11.67,415.66,1010.36,1511.62,54.53,53.06;56.00
12.17,415.66,1010.36,1511.62,24.14,14.29;34.00
12.67,415.66,1010.36,1511.62,28.34,7.69;48.98
13.17,415.66,1010.36,1511.63,28.02,2.04;54.00
13.67,415.66,1010.36,1511.63,23.00,0.00;46.00
14.17,415.66,1010.36,1511.63,30.00,6.00;54.00
14.67,415.66,1010.36,1511.63,27.02,2.04;52.00
15.17,415.66,1010.36,1511.63,24.84,15.69;34.00
15.67,415.66,1010.36,1511.63,26.53,53.06;0.00
16.17,415.66,1010.36,1511.63,28.45,54.90;2.00
16.67,415.66,1010.36,1511.63,23.00,46.00;0.00
17.17,415.66,1010.36,1511.63,28.96,54.00;3.92
17.67,415.66,1010.36,1511.63,29.08,54.17;4.00
18.17,415.65,1010.36,1511.63,26.02,50.00;2.04
18.67,415.65,1010.36,1511.63,29.51,55.10;3.92
19.17,415.65,1010.36,1511.63,26.00,50.00;2.00
19.67,415.65,1010.36,1511.63,23.55,45.10;2.00
20.17,415.65,1010.36,1511.63,28.57,57.14;0.00
20.67,415.65,1010.36,1511.63,28.00,54.00;2.00
21.17,415.65,1010.36,1511.63,24.00,46.00;2.00
21.67,415.65,1010.36,1511.63,31.49,50.98;12.00
22.17,415.65,1010.36,1511.64,25.00,50.00;0.00
22.67,415.65,1010.36,1511.64,22.57,43.14;2.00
23.17,415.89,1010.12,1511.39,27.08,54.17;0.00
23.67,415.89,1010.12,1511.39,27.88,55.77;0.00
24.17,415.89,1010.12,1511.39,25.00,48.00;2.00
24.67,415.89,1010.12,1511.39,26.00,52.00;0.00
25.17,415.88,1010.12,1511.40,28.53,53.06;4.00
25.67,415.88,1010.12,1511.40,21.00,42.00;0.00
26.17,415.88,1010.12,1511.40,28.88,55.77;2.00
26.67,415.88,1010.12,1511.40,28.55,55.10;2.00
27.17,415.88,1010.12,1511.40,22.00,2.00;42.00
27.67,415.88,1010.12,1511.40,28.00,54.00;2.00
28.17,415.88,1010.12,1511.40,26.00,0.00;52.00
28.67,415.88,1010.12,1511.40,23.12,44.23;2.00
29.17,415.88,1010.12,1511.40,30.61,59.18;2.04
29.67,415.88,1010.12,1511.41,27.02,2.04;52.00
30.17,415.88,1010.12,1511.41,25.04,3.92;46.15
30.67,415.88,1010.12,1511.41,29.15,2.04;56.25
31.17,415.88,1010.12,1511.41,26.00,0.00;52.00
31.67,415.88,1010.12,1511.41,27.61,8.16;47.06
32.17,398.45,1027.54,1528.84,71.50,75.00;68.00
32.67,398.85,1027.08,1528.44,33.09,41.18;25.00
33.17,398.85,1027.08,1528.44,3.96,4.00;3.92
33.67,398.85,1027.08,1528.44,0.00,0.00;0.00
34.17,398.85,1027.08,1528.44,2.02,2.04;2.00
34.67,398.85,1027.08,1528.44,1.00,2.00;0.00
35.17,398.85,1027.08,1528.44,2.96,2.00;3.92
35.67,398.85,1027.08,1528.44,2.96,2.00;3.92
36.17,398.85,1027.08,1528.44,2.00,2.00;2.00
36.67,398.85,1027.08,1528.44,1.00,0.00;2.00
37.17,398.85,1027.08,1528.44,2.96,2.00;3.92
37.67,398.85,1027.08,1528.44,2.00,2.00;2.00
38.17,398.85,1027.08,1528.44,1.00,2.00;0.00
38.67,398.85,1027.08,1528.44,2.00,2.00;2.00
39.17,398.85,1027.08,1528.44,1.00,0.00;2.00
39.67,398.85,1027.08,1528.44,2.96,3.92;2.00
40.17,398.85,1027.08,1528.44,1.02,0.00;2.04
40.67,398.85,1027.08,1528.44,1.98,2.00;1.96
41.17,398.85,1027.08,1528.44,2.98,3.92;2.04
41.67,398.85,1027.08,1528.44,4.92,7.84;2.00
42.17,398.83,1027.08,1528.45,3.00,2.00;4.00
42.67,398.09,1027.82,1529.19,24.28,25.49;23.08
43.17,398.09,1027.82,1529.20,52.96,58.00;47.92
