INTERVAL_SECONDS=0.5,CPU_CORE_COUNT=2,MEMORY_TOTAL=1927.29,SWAP_TOTAL=2048.00,UNIX_TIMESTAMP_START_TIME=1719398433.9499831,APP_VERSION=0.5.1
SECONDS_SINCE_START,MEMORY_USED,MEMORY_FREE,MEMORY_AVAILABLE,CPU_USAGE_TOTAL,CPU_USAGE_PER_CORE
0.17,397.29,1027.27,1529.99,0.00,0.00;0.00
0.67,398.55,1026.01,1528.73,39.70,39.39;40.00
1.17,398.55,1026.01,1528.73,2.96,2.00;3.92
1.67,398.55,1026.01,1528.74,0.00,0.00;0.00
2.17,398.55,1026.01,1528.74,2.96,2.00;3.92
2.67,398.55,1026.01,1528.74,1.00,2.00;0.00
3.17,398.55,1026.01,1528.74,2.96,2.00;3.92
3.67,398.55,1026.01,1528.74,2.96,3.92;2.00
4.17,398.55,1026.01,1528.74,2.96,2.00;3.92
4.67,398.55,1026.01,1528.74,0.98,0.00;1.96
5.17,398.55,1026.01,1528.74,3.00,4.00;2.00
5.67,398.55,1026.01,1528.74,1.00,2.00;0.00
6.17,398.55,1026.01,1528.74,1.96,0.00;3.92
6.67,398.55,1026.01,1528.74,2.00,2.00;2.00
7.17,398.55,1026.01,1528.74,2.02,2.04;2.00
7.67,398.55,1026.01,1528.74,2.00,2.00;2.00
8.17,398.55,1026.01,1528.74,1.96,0.00;3.92
8.67,398.55,1026.01,1528.74,2.00,2.00;2.00
9.17,398.55,1026.01,1528.74,2.96,2.00;3.92
9.67,398.55,1026.01,1528.74,1.00,2.00;0.00
10.17,398.54,1026.01,1528.75,5.04,4.08;6.00
10.67,398.29,1026.25,1529.00,26.21,25.49;26.92
11.17,399.70,1024.84,1527.59,52.66,50.00;55.32
11.67,410.82,1013.70,1516.46,58.95,58.33;59.57
12.17,436.04,988.41,1491.25,31.35,8.70;54.00
12.67,440.71,983.74,1486.57,43.00,6.00;80.00
13.17,441.15,983.25,1486.14,17.04,2.08;32.00
13.67,441.15,983.25,1486.14,2.00,2.00;2.00
14.17,441.15,983.25,1486.14,7.12,8.00;6.25
14.67,441.15,983.25,1486.14,0.98,1.96;0.00
15.17,441.15,983.25,1486.14,1.96,0.00;3.92
15.67,441.15,983.25,1486.14,1.96,3.92;0.00
16.17,449.15,975.25,1478.14,8.92,7.84;10.00
16.67,449.15,975.25,1478.14,42.26,42.86;41.67
17.17,449.15,975.25,1478.13,48.04,49.02;47.06
17.67,449.15,975.25,1478.13,47.55,50.00;45.10
18.17,449.40,975.00,1477.89,45.92,46.94;44.90
18.67,449.40,975.00,1477.89,50.98,52.94;49.02
19.17,449.39,975.00,1477.89,44.30,46.94;41.67
19.67,449.39,975.00,1477.89,44.51,46.15;42.86
20.17,449.39,975.00,1477.89,45.53,47.92;43.14
20.67,449.39,975.00,1477.89,50.47,49.02;51.92
21.17,449.39,975.00,1477.89,48.98,48.98;48.98
21.67,449.39,975.00,1477.89,4.00,4.00;4.00
22.17,449.39,975.00,1477.89,1.96,0.00;3.92
22.67,449.39,975.00,1477.89,2.00,2.00;2.00
23.17,449.39,975.00,1477.89,1.00,2.00;0.00
23.67,449.39,975.00,1477.89,4.85,3.92;5.77
24.17,449.39,975.00,1477.89,0.00,0.00;0.00
24.67,449.39,975.00,1477.89,2.00,2.00;2.00
25.17,449.39,975.00,1477.89,1.96,0.00;3.92
25.67,449.39,975.00,1477.89,1.00,2.00;0.00
26.17,449.39,975.00,1477.89,2.94,3.92;1.96
26.67,449.39,975.00,1477.89,1.96,3.92;0.00
27.17,449.39,975.00,1477.89,4.04,4.08;4.00
27.67,449.39,975.00,1477.89,1.00,2.00;0.00
28.17,449.39,975.00,1477.89,3.92,3.92;3.92
28.67,449.39,975.00,1477.89,2.00,2.00;2.00
29.17,449.39,975.00,1477.89,1.00,0.00;2.00
29.67,449.39,975.00,1477.89,1.00,0.00;2.00
30.17,449.39,975.00,1477.89,2.96,2.00;3.92
30.67,449.39,975.00,1477.89,2.94,1.96;3.92
31.17,449.39,975.00,1477.89,1.02,0.00;2.04
31.67,449.39,975.00,1477.89,2.96,2.00;3.92
32.17,449.87,974.51,1477.41,46.34,44.68;48.00
32.67,398.93,1025.45,1528.36,53.78,64.71;42.86
33.17,399.17,1025.19,1528.12,7.04,10.00;4.08
33.67,399.17,1025.19,1528.12,1.96,0.00;3.92
34.17,399.17,1025.19,1528.12,2.96,2.00;3.92
34.67,399.17,1025.19,1528.12,1.98,1.96;2.00
35.17,399.17,1025.19,1528.12,3.00,4.00;2.00
35.67,399.17,1025.19,1528.12,1.96,0.00;3.92
36.17,399.17,1025.19,1528.12,2.96,2.00;3.92
36.67,399.17,1025.19,1528.12,0.00,0.00;0.00
37.17,399.17,1025.19,1528.12,2.94,1.96;3.92
37.67,399.17,1025.19,1528.12,1.00,2.00;0.00
38.17,399.17,1025.19,1528.12,2.00,2.00;2.00
38.67,399.17,1025.19,1528.12,2.00,2.00;2.00
39.17,399.17,1025.19,1528.12,1.00,2.00;0.00
39.67,399.17,1025.19,1528.12,2.96,2.00;3.92
40.17,399.17,1025.19,1528.12,1.96,3.92;0.00
40.67,399.17,1025.19,1528.12,2.00,2.00;2.00
41.17,399.17,1025.19,1528.12,2.00,4.00;0.00
41.67,399.17,1025.19,1528.12,3.91,5.77;2.04
42.17,399.15,1025.19,1528.13,3.88,2.00;5.77
42.67,399.15,1025.19,1528.13,1.00,2.00;0.00
43.17,398.75,1025.47,1528.54,51.00,50.98;51.02
43.67,398.85,1025.37,1528.43,41.84,30.61;53.06
