INTERVAL_SECONDS=0.5,CPU_CORE_COUNT=2,MEMORY_TOTAL=1927.29,SWAP_TOTAL=2048.00,UNIX_TIMESTAMP_START_TIME=1719395380.0296953,APP_VERSION=0.5.1
SECONDS_SINCE_START,MEMORY_USED,MEMORY_FREE,MEMORY_AVAILABLE,CPU_USAGE_TOTAL,CPU_USAGE_PER_CORE
0.18,397.70,1028.64,1529.59,0.00,0.00;0.00
0.68,398.21,1028.12,1529.08,39.08,39.71;38.46
1.18,398.21,1028.12,1529.08,3.00,2.00;4.00
1.68,398.21,1028.12,1529.08,0.00,0.00;0.00
2.18,398.20,1028.12,1529.08,1.96,3.92;0.00
2.68,398.20,1028.12,1529.08,1.00,0.00;2.00
3.18,398.20,1028.12,1529.08,2.96,2.00;3.92
3.68,398.20,1028.12,1529.08,0.00,0.00;0.00
4.18,398.20,1028.12,1529.08,4.88,5.77;4.00
4.68,398.20,1028.12,1529.08,0.00,0.00;0.00
5.18,398.20,1028.12,1529.08,2.00,2.00;2.00
5.68,398.20,1028.12,1529.08,1.96,0.00;3.92
6.18,398.20,1028.12,1529.08,1.00,0.00;2.00
6.68,398.20,1028.12,1529.08,2.00,2.00;2.00
7.18,398.20,1028.12,1529.08,3.92,3.92;3.92
7.68,398.20,1028.12,1529.08,1.96,3.92;0.00
8.18,398.20,1028.12,1529.08,1.00,0.00;2.00
8.68,398.20,1028.12,1529.08,2.94,1.96;3.92
9.18,398.20,1028.12,1529.09,0.00,0.00;0.00
9.68,398.20,1028.12,1529.09,2.00,2.00;2.00
10.18,398.20,1028.12,1529.09,6.86,7.84;5.88
10.68,398.70,1027.62,1528.59,30.00,30.00;30.00
11.18,407.79,1018.52,1519.50,63.08,54.17;72.00
11.68,410.95,1015.32,1516.33,46.17,38.00;54.35
12.18,439.42,986.85,1487.86,52.30,22.00;82.61
12.68,449.91,976.43,1477.37,32.65,30.61;34.69
13.18,456.30,970.03,1470.98,73.71,71.43;76.00
13.68,460.98,965.36,1466.30,65.31,68.63;62.00
14.18,462.70,963.63,1464.58,74.23,73.47;75.00
14.68,468.61,957.73,1458.68,70.38,72.00;68.75
15.18,474.27,952.07,1453.02,66.33,66.00;66.67
15.68,476.48,949.85,1450.80,68.33,70.00;66.67
16.18,482.39,943.95,1444.89,71.23,73.08;69.39
16.68,488.05,938.29,1439.23,65.65,65.31;66.00
17.18,490.27,936.07,1437.02,70.77,72.92;68.63
17.68,496.66,929.67,1430.62,74.29,70.59;78.00
18.18,502.32,924.01,1424.96,66.00,66.00;66.00
18.68,504.54,921.80,1422.75,71.27,70.00;72.55
19.18,510.44,915.89,1416.85,71.73,70.00;73.47
19.68,516.34,909.98,1410.94,67.65,65.31;70.00
20.18,519.05,907.28,1408.23,71.50,68.00;75.00
20.68,524.71,901.62,1402.57,72.00,74.00;70.00
21.18,530.86,895.46,1396.42,71.97,67.35;76.60
21.68,532.83,893.50,1394.45,70.29,70.59;70.00
22.18,538.74,887.59,1388.55,73.00,72.92;73.08
22.68,544.40,881.93,1382.89,70.35,64.71;76.00
23.18,546.37,879.96,1380.92,71.46,70.00;72.92
23.68,551.29,875.04,1376.00,73.27,72.55;74.00
24.18,557.19,869.13,1370.10,69.79,72.92;66.67
24.68,558.17,868.15,1369.11,71.85,72.55;71.15
25.18,564.08,862.24,1363.21,74.25,74.51;74.00
25.68,569.74,856.58,1357.55,68.37,65.31;71.43
26.18,573.18,853.14,1354.10,72.45,71.43;73.47
26.68,579.09,847.23,1348.20,72.50,75.00;70.00
27.18,585.00,841.32,1342.29,70.29,70.00;70.59
27.68,586.47,839.85,1340.81,70.29,70.00;70.59
28.18,592.38,833.94,1334.91,73.77,72.55;75.00
28.68,597.79,828.53,1329.49,69.29,68.00;70.59
29.18,600.50,825.82,1326.79,71.00,72.00;70.00
29.68,606.40,819.91,1320.89,73.76,75.51;72.00
30.18,611.81,814.50,1315.47,69.69,70.00;69.39
30.68,613.29,813.02,1314.00,71.57,72.55;70.59
31.18,619.20,807.12,1308.09,75.09,79.59;70.59
31.68,624.12,802.20,1303.16,80.20,80.39;80.00
32.18,399.52,1026.63,1527.77,84.38,87.50;81.25
32.68,399.52,1026.63,1527.77,35.79,40.82;30.77
33.18,399.52,1026.63,1527.77,2.00,2.00;2.00
33.68,399.52,1026.63,1527.77,2.96,2.00;3.92
34.18,399.52,1026.63,1527.77,2.88,5.77;0.00
34.68,399.52,1026.63,1527.77,0.00,0.00;0.00
35.18,399.52,1026.63,1527.77,1.96,3.92;0.00
35.68,399.52,1026.63,1527.77,2.00,2.00;2.00
36.18,399.52,1026.63,1527.77,1.96,0.00;3.92
36.68,399.52,1026.63,1527.77,2.00,2.00;2.00
37.18,399.52,1026.63,1527.77,2.00,2.00;2.00
37.68,399.52,1026.63,1527.77,0.98,0.00;1.96
38.18,399.52,1026.63,1527.77,1.02,0.00;2.04
38.68,399.52,1026.63,1527.77,1.98,1.96;2.00
39.18,399.52,1026.63,1527.77,0.98,0.00;1.96
39.68,399.52,1026.63,1527.77,1.00,0.00;2.00
40.18,399.52,1026.63,1527.77,2.98,3.92;2.04
40.68,399.52,1026.63,1527.77,2.00,4.00;0.00
41.18,399.52,1026.63,1527.77,2.98,3.92;2.04
41.68,399.52,1026.63,1527.77,0.98,0.00;1.96
42.18,399.52,1026.63,1527.77,2.00,2.00;2.00
42.68,398.09,1028.05,1529.20,21.18,18.37;24.00
43.18,398.79,1027.37,1528.50,40.14,46.94;33.33
