INTERVAL_SECONDS=0.5,CPU_CORE_COUNT=2,MEMORY_TOTAL=1927.29,SWAP_TOTAL=2048.00,UNIX_TIMESTAMP_START_TIME=1719391966.3052292,APP_VERSION=0.5.1
SECONDS_SINCE_START,MEMORY_USED,MEMORY_FREE,MEMORY_AVAILABLE,CPU_USAGE_TOTAL,CPU_USAGE_PER_CORE
0.17,404.77,1023.89,1522.51,0.00,0.00;0.00
0.67,405.63,1023.03,1521.65,46.12,43.75;48.48
1.17,405.63,1023.03,1521.65,4.02,6.00;2.04
1.67,405.63,1023.03,1521.65,9.18,12.24;6.12
2.18,405.63,1023.03,1521.65,8.36,12.73;4.00
2.67,405.63,1023.03,1521.65,4.08,4.17;4.00
3.17,405.63,1023.03,1521.65,1.00,2.00;0.00
3.67,405.63,1023.03,1521.66,2.13,0.00;4.26
4.17,405.63,1023.03,1521.66,4.92,6.00;3.85
4.67,405.63,1023.03,1521.66,2.96,3.92;2.00
5.17,405.63,1023.03,1521.66,1.00,0.00;2.00
5.67,405.63,1023.03,1521.66,1.00,2.00;0.00
6.17,405.63,1023.03,1521.66,2.88,0.00;5.77
6.67,405.63,1023.03,1521.66,3.88,5.77;2.00
7.17,405.63,1023.03,1521.66,1.00,2.00;0.00
7.67,405.62,1023.03,1521.66,4.02,6.00;2.04
8.17,405.62,1023.03,1521.66,1.92,0.00;3.85
8.67,405.62,1023.03,1521.66,2.00,2.00;2.00
9.17,405.62,1023.03,1521.66,1.00,2.00;0.00
9.67,405.62,1023.03,1521.66,3.02,2.04;4.00
10.17,405.62,1023.03,1521.66,0.98,0.00;1.96
10.67,405.12,1023.52,1522.16,25.00,26.00;24.00
11.17,405.40,1023.25,1521.88,40.42,46.15;34.69
11.67,405.37,1023.28,1521.91,1.00,0.00;2.00
12.17,405.37,1023.28,1521.91,1.96,0.00;3.92
12.67,405.37,1023.28,1521.91,2.96,3.92;2.00
13.17,405.37,1023.28,1521.91,2.00,2.00;2.00
13.67,405.37,1023.28,1521.91,2.00,2.00;2.00
14.17,405.37,1023.28,1521.91,1.00,0.00;2.00
14.67,405.37,1023.28,1521.91,5.04,6.00;4.08
15.17,405.37,1023.28,1521.91,1.00,0.00;2.00
15.67,405.37,1023.28,1521.91,2.98,2.04;3.92
16.17,405.37,1023.28,1521.91,2.92,3.85;2.00
16.67,405.37,1023.28,1521.91,3.91,2.04;5.77
17.17,405.37,1023.28,1521.91,1.00,2.00;0.00
17.67,405.37,1023.28,1521.91,1.00,2.00;0.00
18.17,405.37,1023.28,1521.91,0.00,0.00;0.00
18.67,405.37,1023.28,1521.91,1.96,3.92;0.00
19.17,405.37,1023.28,1521.91,1.00,0.00;2.00
19.67,405.37,1023.28,1521.91,1.00,0.00;2.00
20.17,405.37,1023.28,1521.91,2.88,5.77;0.00
20.67,405.37,1023.28,1521.91,2.02,2.04;2.00
21.17,405.37,1023.28,1521.91,1.98,1.96;2.00
21.67,405.37,1023.28,1521.91,2.00,4.00;0.00
22.17,405.37,1023.28,1521.91,2.00,2.00;2.00
22.67,405.37,1023.28,1521.91,2.96,2.00;3.92
23.17,405.37,1023.28,1521.91,1.00,0.00;2.00
23.67,405.37,1023.28,1521.91,3.92,3.92;3.92
24.17,405.37,1023.28,1521.91,1.00,2.00;0.00
24.67,405.37,1023.28,1521.91,1.00,0.00;2.00
25.17,405.37,1023.28,1521.91,2.00,2.00;2.00
25.67,405.37,1023.28,1521.91,2.00,2.00;2.00
26.17,405.37,1023.28,1521.91,2.94,1.96;3.92
26.67,405.37,1023.28,1521.91,1.00,0.00;2.00
27.17,405.37,1023.28,1521.91,1.00,2.00;0.00
27.67,405.35,1023.28,1521.94,2.96,3.92;2.00
28.17,405.35,1023.28,1521.94,1.00,2.00;0.00
28.67,405.35,1023.28,1521.94,1.02,0.00;2.04
29.17,405.35,1023.28,1521.94,1.00,0.00;2.00
29.67,405.35,1023.28,1521.94,2.02,2.04;2.00
30.17,405.35,1023.28,1521.94,0.00,0.00;0.00
30.67,405.35,1023.28,1521.94,3.96,3.92;4.00
31.17,405.59,1023.03,1521.69,4.88,4.00;5.77
31.67,406.07,1022.54,1521.21,47.92,50.00;45.83
32.17,406.11,1022.51,1521.18,7.14,0.00;14.29
32.67,406.11,1022.51,1521.18,3.91,2.04;5.77
33.17,406.11,1022.51,1521.18,2.00,2.00;2.00
33.67,406.11,1022.51,1521.18,1.96,3.92;0.00
34.17,406.11,1022.51,1521.18,0.00,0.00;0.00
34.67,406.11,1022.51,1521.18,2.98,2.04;3.92
35.17,406.11,1022.51,1521.18,4.81,3.85;5.77
35.67,406.11,1022.51,1521.18,1.02,2.04;0.00
36.17,406.11,1022.51,1521.18,0.98,1.96;0.00
36.67,406.11,1022.51,1521.18,2.02,2.04;2.00
37.17,406.11,1022.51,1521.18,1.96,3.92;0.00
37.67,406.11,1022.51,1521.18,2.96,2.00;3.92
38.17,406.11,1022.51,1521.18,1.00,2.00;0.00
38.67,406.11,1022.51,1521.18,2.00,2.00;2.00
39.17,406.11,1022.51,1521.18,0.00,0.00;0.00
39.67,406.11,1022.51,1521.18,2.00,2.00;2.00
40.17,406.11,1022.51,1521.18,1.96,0.00;3.92
40.67,406.11,1022.51,1521.18,1.96,3.92;0.00
41.17,406.11,1022.51,1521.18,0.00,0.00;0.00
41.67,406.10,1022.51,1521.19,4.94,5.88;4.00
42.17,405.11,1023.48,1522.18,38.16,39.58;36.73
42.67,405.81,1022.77,1521.47,47.73,39.22;56.25
