INTERVAL_SECONDS=0.5,CPU_CORE_COUNT=2,MEMORY_TOTAL=1927.29,SWAP_TOTAL=2048.00,UNIX_TIMESTAMP_START_TIME=1719393875.3136811,APP_VERSION=0.5.1
SECONDS_SINCE_START,MEMORY_USED,MEMORY_FREE,MEMORY_AVAILABLE,CPU_USAGE_TOTAL,CPU_USAGE_PER_CORE
0.19,397.34,1029.51,1529.95,0.00,0.00;0.00
0.69,398.32,1028.52,1528.96,41.14,43.48;38.81
1.19,398.32,1028.52,1528.96,2.00,2.00;2.00
1.69,398.56,1028.28,1528.73,0.98,1.96;0.00
2.19,398.56,1028.28,1528.73,1.00,0.00;2.00
2.69,398.56,1028.28,1528.73,1.96,3.92;0.00
3.19,398.56,1028.28,1528.73,1.00,0.00;2.00
3.69,398.56,1028.28,1528.73,2.94,5.88;0.00
4.19,398.56,1028.28,1528.73,0.00,0.00;0.00
4.69,398.56,1028.28,1528.73,0.98,0.00;1.96
5.19,398.56,1028.28,1528.73,1.92,3.85;0.00
5.69,398.56,1028.28,1528.73,3.00,4.00;2.00
6.19,398.56,1028.28,1528.73,1.00,0.00;2.00
6.69,398.56,1028.28,1528.73,2.96,2.00;3.92
7.19,398.56,1028.28,1528.73,1.92,0.00;3.85
7.69,398.56,1028.28,1528.73,3.00,2.00;4.00
8.19,398.56,1028.28,1528.73,1.00,0.00;2.00
8.69,398.56,1028.28,1528.73,0.00,0.00;0.00
9.19,398.56,1028.28,1528.73,1.00,2.00;0.00
9.69,398.55,1028.28,1528.73,2.02,2.00;2.04
10.19,398.55,1028.28,1528.73,1.00,2.00;0.00
10.69,398.61,1028.21,1528.68,27.85,26.53;29.17
11.19,399.56,1027.26,1527.72,44.08,56.25;31.91
11.69,410.58,1016.22,1516.71,66.33,68.09;64.58
12.19,429.78,996.99,1497.51,34.98,6.12;63.83
12.69,441.10,985.67,1486.19,52.04,4.08;100.00
13.19,449.10,977.70,1478.18,25.00,24.00;26.00
13.69,449.10,977.70,1478.18,47.55,50.00;45.10
14.19,449.10,977.70,1478.18,55.00,56.00;54.00
14.69,449.10,977.70,1478.18,57.42,57.14;57.69
15.19,449.10,977.70,1478.18,48.96,50.00;47.92
15.69,449.10,977.70,1478.18,50.49,50.00;50.98
16.19,449.10,977.70,1478.18,47.96,51.02;44.90
16.69,449.10,977.70,1478.18,48.02,48.98;47.06
17.19,449.10,977.70,1478.18,53.53,54.00;53.06
17.69,449.10,977.70,1478.18,51.00,50.00;52.00
18.19,449.10,977.70,1478.19,45.00,46.00;44.00
18.69,449.09,977.70,1478.19,46.96,48.08;45.83
19.19,449.09,977.70,1478.19,49.00,50.00;48.00
19.69,449.09,977.70,1478.19,49.49,48.98;50.00
20.19,449.09,977.70,1478.19,42.52,44.23;40.82
20.69,449.09,977.70,1478.19,45.77,48.98;42.55
21.19,449.09,977.70,1478.19,46.00,46.00;46.00
21.69,449.09,977.70,1478.19,44.36,47.06;41.67
22.19,449.34,977.45,1477.95,46.88,43.75;50.00
22.69,449.34,977.45,1477.95,51.49,48.98;54.00
23.19,449.34,977.45,1477.95,47.92,50.00;45.83
23.69,449.58,977.21,1477.71,47.92,52.08;43.75
24.19,449.58,977.21,1477.71,47.96,48.00;47.92
24.69,449.58,977.21,1477.71,46.94,48.98;44.90
25.19,449.58,977.21,1477.71,48.02,45.10;50.94
25.69,449.82,976.96,1477.46,49.49,48.98;50.00
26.19,449.82,976.96,1477.46,47.00,46.00;48.00
26.69,449.82,976.96,1477.46,48.45,44.90;52.00
27.19,449.82,976.96,1477.46,53.45,52.00;54.90
27.69,449.82,976.96,1477.46,46.53,46.00;47.06
28.19,449.82,976.96,1477.46,44.79,47.92;41.67
28.69,449.82,976.96,1477.46,45.55,45.10;46.00
29.19,449.82,976.96,1477.46,38.37,36.73;40.00
29.69,449.82,976.96,1477.47,49.92,54.00;45.83
30.19,449.82,976.96,1477.47,43.00,46.00;40.00
30.69,449.82,976.96,1477.47,49.02,49.02;49.02
31.19,449.82,976.96,1477.47,47.00,46.00;48.00
31.69,449.82,976.96,1477.47,47.32,52.08;42.55
32.19,449.82,976.95,1477.47,67.01,67.35;66.67
32.69,399.37,1027.39,1527.91,54.08,51.02;57.14
33.19,399.37,1027.39,1527.91,1.98,2.00;1.96
33.69,399.40,1027.36,1527.88,2.00,0.00;4.00
34.19,399.40,1027.36,1527.88,1.00,0.00;2.00
34.69,399.40,1027.36,1527.88,0.98,0.00;1.96
35.19,399.40,1027.36,1527.88,2.96,2.00;3.92
35.69,399.40,1027.36,1527.88,1.00,0.00;2.00
36.19,399.40,1027.36,1527.88,2.96,3.92;2.00
36.69,399.40,1027.36,1527.88,2.00,2.00;2.00
37.19,399.40,1027.36,1527.88,2.94,3.92;1.96
37.69,399.40,1027.36,1527.88,2.96,2.00;3.92
38.19,399.40,1027.36,1527.88,1.00,0.00;2.00
38.69,399.40,1027.36,1527.88,2.96,2.00;3.92
39.19,399.40,1027.36,1527.88,0.00,0.00;0.00
39.69,399.40,1027.36,1527.88,2.96,2.00;3.92
40.19,399.40,1027.36,1527.88,1.98,1.96;2.00
40.69,399.40,1027.36,1527.88,3.88,2.00;5.77
41.19,399.40,1027.36,1527.88,1.00,2.00;0.00
41.69,399.39,1027.36,1527.90,6.00,6.00;6.00
42.19,399.39,1027.36,1527.90,1.00,2.00;0.00
42.69,399.39,1027.36,1527.90,2.98,2.04;3.92
43.19,398.89,1027.86,1528.39,54.39,48.00;60.78
